,name,address
535,경기평택시소사벌점,경기 평택시 비전6길
536,경기수원시연무점(B),경기 수원시 장안구 연무로
537,경기안산시본오2호점,경기 안산시 상록구 본원로
538,경기화성시동탄역점,경기 화성시 동탄대로
539,경기안산시원곡점,경기 안산시 단원구 원선로
540,경기수원시화서꽃뫼점(B),경기 수원시 팔달구 일월로
541,경기수원시고색오목점,경기 수원시 권선구 고산로
542,경기용인시동백지구점,경기 용인시 기흥구 평촌2로
543,경기수원시인계중앙점,경기 수원시 팔달구 권광로
544,경기화성시동탄3호점,경기 화성시 여울로
545,경기수원시호매실점,경기 수원시 권선구 매실로
546,경기수원시신영통점,경기 수원시 영통구 태장로
547,경기평택시용이지구점,경기 평택시 현신로
548,경기수원시매교세류점(B),경기 수원시 권선구 효원로
549,경기안산시선부1점,경기 안산시 단원구 화정천서로
550,경기안산시중앙점(B),경기 안산시 단원구 예술대학로
551,경기수원시매탄권선점,경기 수원시 영통구 권선로
552,경기수원시구운탑동점,경기 수원시 권선구 구운로
553,충남천안시쌍용1점,충남 천안시 서북구 쌍용길
554,충남천안시두정1점,충남 천안시 서북구 부성길
555,충남당진군합덕점,충남 당진시 합덕읍 중동길
556,충남천안시신방1점,충남 천안시 동남구 새말길
557,충남홍성군홍성점,충남 홍성군 홍성읍 문화로
558,충남천안시직산점,충남 천안시 서북구 직산읍 아랫말길
559,충남천안시구성점,충남 천안시 동남구 삼룡천길
560,충남계룡시계룡점,충남 계룡시 엄사면 번영로
561,충남아산시배방점,충남 아산시 배방읍 배방로
562,충남아산시용화점,충남 아산시 시민로
563,충남연기군조치원점,세종시 조치원읍 신흥샛터길
564,충남아산시신창점,충남 아산시 서부북로
565,충남천안시병천북면점,충남 천안시 동남구 충절로
566,충남태안군태안1점,충남 태안군 태안읍 군청길
567,충남천안시신부점,충남 천안시 동남구 천안천길
568,충남아산시장존점,충남 아산시 외암로
569,충남천안시입장점,충남 천안시 서북구 입장면 입장로
570,충남보령시대천점,충남 보령시 대천로
571,충남예산군예산점,충남 예산군 예산읍 역전로
572,충남논산시연무점,충남 논산시 연무읍 연무로
573,충남천안시안서점,충남 천안시 동남구 중암샛길
574,충남당진시당진2점,충남 당진시 원당로
575,충남서천군서면점,충남 서천군 서면 공암남촌길
576,충남홍성군내포신도시점,충남 홍성군 홍북면 의향로
577,충남논산시논산항공학교,충청남도 논산시 노성면 송당리
578,충남천안시신방초원점,충남 천안시 동남구 수곡로
579,충남당진시석문점,충남 당진시 석문면 대호만로
580,충남당진시송악점,충남 당진시 송악읍 도고머리길
581,충남서천군서천점(B),충남 서천군 서천읍 서천로
582,충남예산군삽교점,충남 예산군 삽교로
583,충남보령시대천해수욕장점,충남 보령시 해수욕장10길
584,충남아산시음봉점,충남 아산시 음봉면 음봉로
585,충남천안시불당점,충남 천안시 서북구 불당길
586,충남서산시읍내점,충남 서산시 부춘로
587,충남천안시쌍봉점,충남 천안시 서북구 봉서길
588,충남서산시성연점,충남 서산시 성연면 성연3로
589,충남보령시무창포해수욕장점,충남 보령시 웅천읍 열린바다로
590,충남서산시동문점,충남 서산시 율지8로
591,충남논산시논산1점(B),충남 논산시 시민로
592,세종시한솔동세종첫마을점,세종시 누리로
593,충남아산시영인점,충남 아산시 영인면 영인로
594,충남부여군부여점,충남 부여군 부여읍 사비로
595,충남공주시신관점,충남 공주시 번영로
596,충남천안시두정대아점,충남 천안시 서북구 두정중길
597,세종시아름동아름점,세종 보듬로
598,충남당진군당진점,충남 당진시 교동길
599,충남태안군안면점,충남 태안군 안면읍 장터로
600,세종시대평동보람점,세종특별자치시 시청대로
601,충남아산시장재점,충남 아산시 배방읍 새아산로
602,충남천안시성환점,충남 천안시 서북구 성환읍 신선동길
603,충남천안시신방통정점,충남 천안시 동남구 풍세로
604,충남공주시중동점(B),충남 공주시 웅진로
605,충남아산시온천점,충남 아산시 문화로
606,충남금산군금산점(B),충남 금산군 금산읍 금산로
607,충북충주시한국교통대점,충북 충주시 대소원면 대학로
608,충북단양군단양점,충북 단양군 단양읍 삼봉로
609,충북음성군음성점,충북 음성군 음성읍 시장로
610,충북충주시수안보점,충북 충주시 수안보면 온천중앙길
611,경기안성시안성1점(B),경기 안성시 안성맞춤대로
612,경기안성시홍익점,경기 안성시 금광면 신양복길
613,충북증평군증평점,충북 증평군 증평읍 충청대로
614,충북단양군매포읍점,충북 단양군 매포읍 단양로
615,충북충주시칠금점,충북 충주시 칠금중앙2길
616,경기안성시중앙대점(B),경기 안성시 대덕면 중앙대학로
617,충북괴산군괴산점,충북 괴산군 괴산읍 읍내로
618,충북음성군생극점,충북 음성군 생극면 음성로
619,충북제천시제천1점,충북 제천시 숭문로
620,충북음성군맹동점,충북 음성군 맹동면 덕금로
621,충북충주시신니면점,충북 충주시 신니면 덕고개로
622,경기안성시일죽점,경기 안성시 일죽면 금일로
623,충북제천시신백점,충북 제천시 신백로
624,충북음성군대소점,충북 음성군 대소면 오태로
625,충북진천군광혜원점(B),충북 진천군 광혜원면 화랑1길
626,충북진천군덕산점(B),충북 진천군 덕산면 용몽길
627,충북음성군맹동혁신도시점,충북 음성군 대하로
628,충북음성군삼성점(B),충북 음성군 삼성면 덕정로
629,충북음성군금왕점(B),충북 음성군 금왕읍 무극로
630,충북충주시충주1점,충북 충주시 금제길
631,경기안성시공도2점,경기 안성시 공도읍 공도3로
632,충북충주시충주2점,충북 충주시 형설로
633,경기안성시죽산점,경기 안성시 죽산면 중부길
634,충북충주시건대점,충북 충주시 충열길
635,충북충주시충주3점,충북 충주시 중원대로
636,충북제천시강제점,충북 제천시 청풍호로
637,충북진천군진천점,충북 진천군 진천읍 중앙서로
638,경기안성시동아방송대점,경기 안성시 삼죽면 동아예대길
639,충북제천시청전점,충북 제천시 의림대로 31길
640,충북음성군감곡점(B),충북 음성군 감곡면 장감로
641,충북충주시목행동량점,충북 충주시 행정길
642,충북청주시용암점,충북 청주시 상당구 낙영로
643,충북청주시가경1점,충북 청주시 흥덕구 풍년로
644,충북청주시하복대점,충북 청주시 흥덕구 진재로
645,충북청주시사직점,충북 청주시 서원구 호국로
646,대전유성구원내점,대전 유성구 진잠로
647,대전서구만년점,대전 서구 만년남로
648,대전유성구노은점,대전 유성구 반석로
649,충북청주시강내점,충북 청주시 흥덕구 강내면 월곡길
650,대전서구가장내동점,대전 서구 도솔로
651,대전유성구봉명구암점,대전 유성구 대학로
652,충북청주시율량점,충북 청주시 청원구 공항로
653,충북옥천군옥천점,충북 옥천군 옥천읍 성신로
654,대전동구가양비래점,대전 동구 우암로
655,대전서구갈마점,대전 서구 계룡로
656,대전동구우송대점,대전 동구 동대전로
657,대전유성구송강봉산점,대전 유성구 봉산로
658,대전중구중촌목동점,대전 중구 목동로
659,대전서구도마점,대전 서구 사마길
660,충북청주시오송점,충북 청주시 흥덕구 오송읍 연제길
661,충북청주시내수점,충북 청주시 청원구 내수읍 은곡묵방길
662,대전중구부사점,대전 중구 보문로
663,충북청주시분평점(B),충북 청주시 서원구 1순환로
664,충북청주시강서가경2점(B),충북 청주시 흥덕구 서현중로
665,충북청주시용담광장점,충북 청주시 상당구 산성로
666,대전서구월평점,대전 서구 월평중로
667,충북청주시산남3지구성화점,충북 청주시 서원구 원흥로
668,대전유성구테크노점,대전 유성구 관들길
669,대전서구도안신도시점,대전 서구 도안북로
670,대전대덕구법동점,대전 대덕구 계족로
671,충북청주시용암2점(B),충북 청주시 상당구 중고개로
672,대전중구문화점,대전 중구 보문산로
673,충북청주시오창점,충북 청주시 청원구 오창읍 연구단지로
674,충북청주시산남점,충북 청주시 서원구 수곡로
675,대전서구행복점,대전 서구 정림서로
676,대전대덕구송촌점(B),대전 대덕구 송촌북로
677,충북청주시청대점,충북 청주시 청원구 상당로
678,대전중구태평점,대전 중구 태평로
679,대전동구용운판암점,대전 동구 동부로
680,대전유성구궁동어은점(B),대전 유성구 농대로
681,충북보은군보은점,충북 보은군 보은읍 삼산로
682,충북청주시봉명점,충북 청주시 흥덕구 백봉로
683,충북영동군영동점,충북 영동군 영동읍 학산영동로
684,대전대덕구신탄진점,대전 대덕구 신탄진동로
685,대전유성구학하덕명점,대전 유성구 학하남로
686,대전동구가오점,대전 동구 은어송로
687,대전서구탄방점,대전 서구 문정로
688,대전동구한남대막시무스점,대전 대덕구 한남로
689,충북청주시개신점,충북 청주시 서원구 신율로
690,대전유성구전민점,대전 유성구 전민로
691,충북청주시사천점,충북 청주시 청원구 새터로
692,대구달성군화원점,대구 달성군 화원읍 화암로
693,대구북구칠곡1점,대구 북구 대천로
694,경북영주시영주2점,경북 영주시 구성로
695,대구달서구상인점,대구 달서구 상인로
696,경북구미시공단비산점,경상북도 구미시 비산로5길
697,경북칠곡군중리점,경북 칠곡군 석적읍 장곡길
698,경북안동시안동점,경북 안동시 서동문로
699,대구수성구범어점,대구 수성구 범어로
700,경북칠곡군오태북삼점,경북 칠곡군 북삼읍 금오대로
701,경북영주시풍기점,경북 영주시 풍기읍 동성로
702,경북구미시상모사곡점,경북 구미시 상사서로
703,경북구미시봉곡도량점,경북 구미시 도봉로
704,대구달서구용산1점,대구 달서구 와룡로
705,대구수성구시지1점,대구 수성구 달구벌대로
706,대구달서구신월배점,대구 달서구 조암남로
707,대구동구효목점,대구 동구 효목로
708,경북경산시영대점,경북 경산시 대학로
709,대구달서구두류광장점,대구 달서구 야외음악당로
710,경북안동시옥동송현점,경북 안동시 광명로
711,경북경산시계양사동점,경북 경산시 계양로
712,경북경산시진량점,경북 경산시 진량읍 영청길
713,경북상주시함창점,경북 상주시 함창읍 함창시장길
714,대구남구봉덕점,대구 남구 봉덕로
715,경북청도군청도점,경북 청도군 청도읍 청화로
716,경북안동시용상점,경북 안동시 경동로
717,경북김천시아포점,경북 김천시 아포읍 한지길
718,대구북구태전점(B),대구 북구 구암로
719,경북구미시선산점,경북 구미시 선산읍 남문로
720,경북영주시휴천점,경북 영주시 대학로
721,대구수성구시지사월점,대구 수성구 달구벌대로
722,대구달서구대곡진천점(B),대구 달서구 한실로
723,대구북구고성동점,대구 북구 옥산로
724,경북김천시김천1점,경북 김천시 김천로
725,대구동구율하점,대구 동구 율하동로
726,대구동구신천동점,대구 동구 국채보상로
727,대구달서구성당점(B),대구 달서구 감삼남길 
728,경북구미시송정원평점,경북 구미시 금오산로
729,대구남구대명2점,대구 남구 성당시장길
730,경북상주시상주2호점,경북 상주시 동수4길
731,대구수성구상동점,대구 수성구 수성로
732,대구달서구대곡역점,대구 달서구 비슬로
733,대구달성군서재점,대구 달성군 다사읍 서재로
734,대구달서구신당점,대구 달서구 신당로
735,경북고령군고령점,경북 고령군 고령읍 시장길
736,대구동구동호점,대구 동구 동호로
737,대구북구관음읍내동점,대구 북구 칠곡중앙대로
738,대구달성군논공점,대구 달성군 논공읍 논공중앙로
739,경북김천시덕곡율곡점,경북 김천시 영남대로
740,대구달성군현풍점,대구 달성군 현풍면 테크노중앙대로
741,경북경산시서부백천점,경북 경산시 경산로
742,경북김천시신음삼락점,경북 김천시 시청로
743,경북예천군예천점,경북 예천군 예천읍 중앙로
744,대구달성군구지점,대구 달성군 구지면 창리중앙길
745,대구달성군다사점,대구 달성군 다사읍 대실역북로
746,대구동구신암동점,대구 동구 신암로
747,경북구미시임수황상점,경북 구미시 인동북길
748,경북구미시원호도량1동점,경북 구미시 고아읍 문장로
749,경북의성군의성점,경북 의성군 의성읍 동서1길
750,대구달서구장기점,대구 달서구 구마로
751,대구동구불로봉무점,대구 동구 팔공로길
752,대구남구대명남산점,대구 남구 명덕로
753,대구북구만평점,대구 서구 서대구로
754,대구달서구성서점,대구 달서구 선원로
755,대구수성구지산점,대구 수성구 용학로
756,대구달서구송현점,대구 달서구 월배로
757,대구북구사수금호점,대구 북구 한강로
758,경북경산시옥산정평점,경북 경산시 대학로
759,경북구미시옥계점,경북 구미시 산호대로
760,경북구미시형곡점,경북 구미시 형곡로
761,대구북구칠성점,대구 북구 칠성로
762,대구서구평리점,대구 서구 국채보상로
763,경북구미시산동확장단지점,경북 구미시 산동면 신당인덕1로
764,대구중구동성로점,대구 중구 공평로
765,대구달서구이월드점,대구 달서구 두류공원로
766,대구북구복현검단점,대구 북구 경진로
767,대구달성군옥포점,대구 달성군 돌미로2길
768,경북문경시문경점,경북 문경시 점촌로
769,대구수성구수성점(B),대구 수성구 신천동로
770,경북칠곡군왜관점,경북 칠곡군 왜관읍 중앙로
771,대구수성구황금점,대구 수성구 청수로
772,경북구미시인동점,경북 구미시 인동길
773,경북봉화군봉화점,경북 봉화군 봉화읍 내성로
774,대구북구동서변점,대구 북구 서변로
775,대구수성구범물점,대구 수성구 지범로
776,대구동구방촌점,대구 동구 동촌로
777,대구서구내당대신동점,대구 서구 달서로
778,경북경산시하양점,경북 경산시 하양읍 하양역길
779,경북울진군북면점,경북 울진군 북면 울진북로
780,경북포항시대이점,경북 포항시 남구 대이로
781,경북경주시황성점,경북 경주시 황성로
782,경북포항시연일점,경북 포항시 남구 연일읍 철강로
783,경북포항시용흥점,경북 포항시 북구 새마을로
784,경북포항시흥해점,경북 포항시 북구 흥해읍 흥해로
785,경북포항시효곡점,경북 포항시 남구 효자동길
786,울산울주군남창점,울산 울주군 온양읍 연안길
787,경북포항시달전점,경북 포항시 북구 흥해읍 도음로
788,경북영천시야사점,경북 영천시 망정로
789,경북경주시동천점,경북 경주시 동천로
790,울산울주군구영점,울산 울주군 범서읍 대리길
791,울산북구호계점,울산 북구 동대길
792,경북포항시청하점,경북 포항시 북구 청하면 청하로
793,경북포항시양덕점,경북 포항시 북구 양덕로
794,경북울진군백암점,경북 울진군 온정면 소태로
795,울산중구우정점,울산 중구 유곡로
796,경북경주시강동점,경북 경주시 강동면 동해대로
797,울산동구전하점,울산 동구 진성길
798,경북울진군죽변점,경북 울진군 죽변면 죽변북로
799,경북경주시충효점,경북 경주시 충효녹지길
800,경북포항시우현점,경북 포항시 북구 선착로
801,경북경주시안강점,경북 경주시 안강읍 구부랑길
802,울산남구신정점,울산 남구 월평로
803,울산중구병영점,울산 중구 동천4길
804,울산남구옥동점,울산 남구 문수로
805,경북울진군후포점,경북 울진군 후포면 삼율길
806,울산남구야음점,울산 남구 수암로
807,울산남구무거2호점,울산 남구 삼호로
808,울산남구삼산점,울산 남구 왕생로86번길
809,울산동구남목점,울산 동구 미포길
810,울산북구화봉점(B),울산 북구 두부곡14길
811,울산북구양정점,울산 북구 염포로
812,울산울주군언양점(B),울산 울주군 언양읍 동부길
813,울산중구우정혁신점,울산 중구 종가길
814,경북포항시두호점,경북 포항시 북구 삼호로
815,울산남구야음2점,울산 남구 신선로
816,경북경주시내남점,경북 경주시 이조중앙길
817,경북포항시해도점(B),경북 포항시 남구 해동로
818,울산동구화정점(B),울산 동구 월봉길
819,경북울진군울진점,경북 울진군 울진읍 울진중앙로
820,울산북구강동점,울산 북구 산하중앙2로
821,경북경주시건천점,경북 경주시 건천읍 대곡용명길
822,경북포항시오천점,경북 포항시 남구 오천읍 문덕로
823,울산남구울산대점,울산 남구 대학로
824,경북포항시죽도점,경북 포항시 북구 중흥로
825,울산남구달동점,울산 남구 신정로
826,경북영덕군영덕점,경북 영덕군 영덕읍 군청길
827,울산북구아진점,울산 북구 아진로
828,경북포항시장성점,경북 포항시 북구 법원로
829,울산중구반구점,울산 중구 염포로
830,울산중구다운점,울산 중구 다운로
831,경북경주시외동점,경북 경주시 입실로
832,경북포항시남부점,경북 포항시 남구 상도로
833,울산동구방어점,울산 동구 화잠길
834,경북영덕군영해점,경북 영덕군 영해면 예주시장길
835,울산중구약사점,울산 중구 구교길
836,경북경주시금장점,경북 경주시 현곡면 안현로
837,경북경주시성건점,경북 경주시 금성로
838,부산부산진구양정점,부산 부산진구 범양로
839,부산북구금곡점,부산 북구 효열로
840,부산부산진구당감부암1점,부산 부산진구 백양순환로
841,부산기장군기장점,부산 기장군 기장읍 차성로
842,부산금정구서동점,부산 금정구 서동로
843,부산금정구남산점,부산 금정구 중앙대로
844,부산북구화명2점,부산 북구 학사로
845,부산부산진구신개금점,부산 부산진구 개금본동로
846,부산동래구사직1점,부산 동래구 사직북로
847,부산사하구다대1점,부산 사하구 윤공단로
848,부산사상구학장엄궁점,부산 사상구 학감대로
849,부산금정구부산대점,부산 금정구 금강로
850,부산해운대구반송1점,부산 해운대구 윗반송로
851,부산금정구부곡1점,부산 금정구 중앙대로
852,부산사하구하단점(B),부산 사하구 낙동대로
853,부산수영구광안1점,부산 수영구 광안로
854,부산사하구구평감천점,부산 사하구 서포로30번길
855,부산사하구다대2점,부산 사하구 다대로
856,부산북구덕천점,부산 북구 덕천길
857,부산남구문현점,부산 남구 고동골로
858,부산연제구시청점,부산 연제구 중앙대로
859,부산부산진구초읍연지점,부산 부산진구 성지로
860,부산사하구괴정행복점,부산 사하구 사리로
861,부산부산진구가야당감점,부산 부산진구 가야대로
862,부산서구대신점,부산 서구 망양로
863,부산영도구청학점,부산 영도구 태종로
864,부산동래구명장점,부산 동래구 명안로
865,부산해운대구반여2점,부산 해운대구 선수촌로
866,부산해운대구송정점,부산 해운대구 송정해변로
867,부산사상구주례점,부산 사상구 주례로
868,부산중구중부산점,부산 중구 대청로
869,부산동구초량점,부산 동구 초량북로
870,부산영도구남항점,부산 영도구 남항로
871,부산연제구연산토곡점,부산 연제구 과정로
872,부산사하구당리점,부산 사하구 제석로
873,부산수영구망미점,부산 수영구 연수로
874,부산남구대연점,부산 남구 유엔로
875,부산남구감만점,부산 남구 석포로
876,부산강서구명지국제신도시점,부산 강서구 명지국제8로 234
877,부산동래구온천3동점,부산 동래구 충렬대로
878,부산해운대구우1점,부산 해운대구 해운대해변로
879,부산북구구포1점,부산 북구 시랑로
880,부산연제구연산로타리점,부산 연제구 거제천로
881,부산부산진구가야개금1점,부산 부산진구 냉정로
882,부산해운대구해운대행복점,부산 해운대구 좌동순환로
883,부산해운대구재송반여점,부산 해운대구 재송2로
884,부산해운대구센텀점,부산 해운대구 재반로
885,부산해운대구벡스코점,부산 해운대구 해운대로
886,부산북구만덕점,부산 북구 덕천로
887,부산사하구괴정1점,부산 사하구 장평로
888,부산사상구모라1점,부산 사상구 백양대로
889,부산기장군정관점,부산 기장군 정관면 구연로
890,부산동래구온천점,부산 동래구 차밭골로
891,부산동래구안락1점,부산 동래구 연안로
892,부산연제구거제점,부산 연제구 월드컵대로
893,부산남구용호행복점,부산 남구 동명로
894,부산동래구수민점,부산 동래구 명륜로
895,부산영도구동삼점,부산 영도구 동삼로
896,부산부산진구범천점,부산 부산진구 신암로
897,부산남구대연못골점,부산 남구 진남로
898,부산부산진구전포점,부산 부산진구 동성로
899,부산남구용호점,부산 남구 용호로
900,부산강서구명지오션시티점,부산 강서구 명지오션시티로
901,부산사상구괘법감전점(B),부산 사상구 운산로
902,부산서구부민충무점,부산 서구 구덕로
903,부산강서구강서구청점,부산 강서구 대저로
904,부산해운대구해운대중동점,부산 해운대구 좌동순환로
905,부산금정구구서1점,부산 금정구 금강로
906,부산동구범일점,부산 동구 자성로
907,부산해운대구해운대신도시1호점,부산 해운대구 달맞이길
908,부산사하구신평점,부산 사하구 다대로142번길
909,경남통영시북신점,경남 통영시 북신동 해미당길
910,경남진주시신안점,경남 진주시 진양호로
911,경남거제시장승포점,경남 거제시 장승포로
912,경남거제시중곡점,경남 거제시 중곡로
913,경남창원시월영점,경남 창원시 마산합포구 월영북로
914,경남양산시북정점,경남 양산시 북정중앙로
915,경남산청군덕산점,경남 산청군 시천면 남명로
916,경남사천시삼천포점,경남 사천시 벌리로
917,경남진주시중앙상봉점,경남 진주시 진주성로
918,경남진주시상대점,경남 진주시 돗골로
919,경남김해시한림점,경남 김해시 한림면 한림로
920,경남창원시상남점,경남 창원시 성산구 토월로
921,경남김해시삼계점,경남 김해시 가야로
922,경남진주시금산점,경남 진주시 금산면 금산로
923,경남함양군함양점,경남 함양군 함양읍 용평3길
924,경남창원시내서삼계점,경남 창원시 마산회원구 내서읍 삼계숲길
925,경남양산시덕계1호점,경남 양산시 평산남4길
926,경남창원시반송1호점,경남 창원시 의창구 외동반림로
927,경남김해시외동점,경남 김해시 함박로
928,경남양산시범어점,경남 양산시 물금읍 화합길
929,경남마산시해운점,경남 창원시 마산합포구 월영동길
930,경남거제시옥포점,경남 거제시 옥포대첩로
931,경남양산시서창점,경남 양산시 삼호동부길
932,경남거제시상동점,경남 거제시 거제중앙로
933,경남고성군고성점,경남 고성군 고성읍 성내로
934,경남함안군함안점,경남 함안군 가야읍 함안대로
935,경남창원시봉곡점,경남 창원시 의창구 봉곡로
936,경남김해시율하1점,경남 김해시 율하로
937,경남김해시진영점,경남 김해시 진영읍 장등로
938,경남하동군하동점,경남 하동군 하동읍 중앙로
939,경남창원시진동점,경남 창원시 마산합포구 진동면 삼진의거대로
940,경남거제시아주점,경남 거제시 용소길
941,경남창원시창동점,경남 창원시 마산합포구 남성로
942,경남통영시죽림점,경남 통영시 광도면 죽림해안로
943,경남창원시중앙여좌점,경남 창원시 진해구 편백로
944,경남함안군군북점,경남 함안군 군북면 중암길
945,경남창원시회원점,경남 창원시 마산회원구 북성로
946,경남진주시판문점,경남 진주시 진양호로
947,경남창원시소답점,경남 창원시 의창구 읍성로
948,경남사천시사천점(B),경남 사천시 사천읍 읍내로
949,경남의령군의령점,경남 의령군 의령읍 의병로
950,경남밀양시삼문점,경남 밀양시 미리벌중앙로 85
951,경남함양군서하점,경남 함양군 서하면 함양남서로
952,경남창원시북면온천점,경남 창원시 의창구 북면 천주로
953,경남창원시명곡점,경남 창원시 의창구 명지로
954,경남창녕군남지점,경남 창녕군 난지읍 남지중앙2길
955,경남양산시어곡점,경남 양산시 어실로
956,경남거제시거제면점,경남 거제시 읍내로
957,경남창원시석전점,경남 창원시 마산회원구 석전남8길
958,경남합천군합천점,경남 합천군 합천읍 충효로
959,경남창원시가음점,경남 창원시 성산구 가양로
960,경남창원시풍호점,경남 창원시 진해구 풍호로
961,경남창원시동읍점,경남 창원시 의창구 동읍 의창대로
962,경남창원시용원점,경남 창원시 진해구 안골로
963,경남진주시도동점,경남 진주시 대신로
964,경남진주시가호점,경남 진주시 개양로
965,경남남해군남해점,경남 남해군 남해읍 화전로
966,경남진주시망경점,경남 진주시 진주대로
967,경남거제시장평점,경남 거제시 장평로
968,경남양산시남부점,경남 양산시 중앙로
969,경남창원시양덕1호점,경남 창원시 마산회원구 양덕북길
970,경남진해시석동점,경남 창원시 진해구 진해대로
971,경남거창군거창1점,경남 거창군 거창읍 아림로
972,경남통영시봉평미수점,경남 통영시 서송정1길
973,경남창원시팔용점,경남 창원시 의창구 남산로
974,경남창원시대방점,경남 창원시 성산구 대암로
975,경남창원시반지점,경남 창원시 성산구 반송로
976,경남창녕군창녕점,경남 창녕군 창녕읍 창녕대로
977,경남양산시증산1호점,경남 양산시 물금읍 백호길
978,경남창원시사파점,경남 창원시 성산구 동산로
979,경남마산시호계점,경남 창원시 마산회원구 내서읍 호원로
980,경남김해시팔판점,경남 김해시 팔판로
981,경남거제시지세포점,경남 거제시 일운면 거제대로
982,경남밀양시내일점,경남 밀양시 약산로
983,경남창원시감계점,경남 창원시 의창구 북면 감계로
984,경남김해시장유1호점,경남 김해시 능동로
985,경남양산시석산점(B),경남 양산시 동면 금오12길
986,경남김해시진례점,경남 김해시 진례면 송현로
987,경남창원시남문점,경남 창원시 진해구 웅천동로
988,경남김해시동상점,경남 김해시 구지로
989,경남창원시합성1호점(C),경남 창원시 마산회원구 합성옛길
990,경남진주시문산혁신점,경남 진주시 문산읍 소문길
991,경남창원시도계점,경남 창원시 의창구 원이대로
992,경남김해시삼방점,경남 김해시 삼안로
993,전북전주시서신점,전북 전주시 완산구 서신로
994,전북전주시송천점,전북 전주시 덕진구 천마산로
995,전북전주시호성점,전북 전주시 덕진구 소리로
996,전북전주시평화1점,전북 전주시 완산구 평화길
997,전북익산시부송점,전북 익산시 부송로
998,전북김제시김제점,전북 김제시 동서로
999,전북정읍시시기점,전북 정읍시 천변로
1000,전북남원시남원점,전라북도 남원시 동문로
1001,전북고창군고창점,전북 고창군 고창읍 성산길
1002,전북군산시옥서점,전북 군산시 옥서면 옥구저수지로
1003,전북군산시소룡산북점,전북 군산시 동아로
1004,전북무주군무주스키점,전북 무주군 설천면 구천동로
1005,전남광양시중동점,전남 광양시 광장로
1006,전남여수시안산점,전남 여수시 도원로
1007,전남여수시서교점,전남 여수시 서교길
1008,전남여수시국동점,전남 여수시 구봉산길
1009,전남광양시광영점,전남 광양시 금영로
1010,전남순천시삼산점,전남 순천시 중앙로
1011,전남순천시중앙점,전남 순천시 장명로
1012,전남순천시왕지점,전남 순천시 연동남길
1013,전북정읍시수성점,전북 정읍시 수성로
1014,전북익산시신동남중점,전북 익산시 익산대로
1015,전남순천시금당지구점,전남 순천시 해룡면 조례못등길
1016,전북군산시수송점,전북 군산시 동수송3길
1017,전남구례군구례지리산온천점,전남 구례군 산동면 하관길
1018,전남여수시여서점,전남 여수시 대치길
1019,전북익산시영등점,전북 익산시 고봉로
1020,전북전주시효자점,전북 전주시 완산구 강변로
1021,전북전주시서곡점,전북 전주시 완산구 서곡1길
1022,전북완주군삼례우석대점,전북 완주군 삼례읍 동학로
1023,전북무주군무주점,전북 무주군 무주읍 단천로
1024,전북익산시동산점,전북 익산시 서동로
1025,전북완주군봉동3공단점,전북 완주군 봉동읍 원둔산길
1026,전남여수시둔덕점,전남 여수시 쌍봉로
1027,전북익산시함열점,전북 익산시 함열읍 함열중앙로
1028,전북군산시중앙점,전북 군산시 중앙로
1029,전북군산시오식도점,전북 군산시 가도로
1030,전북전주시삼천점,전북 전주시 완산구 거마남로
1031,전북전주시아중점,전북 전주시 덕진구 동가재미길
1032,전북부안읍부안점,전북 부안군 부안읍 수정길
1033,전북군산시군산대점,전북 군산시 미제길
1034,전남순천시남제점,전남 순천시 우석로
1035,전남광양시마동점,전남 광양시 사동로
1036,전남여수시무선지구점,전남 여수시 무선길
1037,전북전주시덕진전북대점,전북 전주시 덕진구 명륜길
1038,전북전주시동산점,전북 전주시 덕진구 쪽구름길
1039,전북전주시전주대점,전북 전주시 효자로
1040,전남여수시신기점,전남 여수시 새터로
1041,전남광양시광양점,전남 광양시 광양읍 인서길
1042,전북전주시서학중앙점(B),전북 전주시 완산구 서학길
1043,전남순천시신대점,전남 해룡면 좌야로
1044,전북군산시조촌점,전북 군산시 진포로
1045,전남순천시연향점,전남 순천시 연향상가3길
1046,전북완주군혁신점,전북 완주군 이서면 안전로
1047,전남순천시조례점,전남 순천시 비봉길
1048,전북군산시나운2점,전북 군산시 나운안길
1049,전북전주시중화산점,전북 전주시 완산구 메너머길
1050,전북익산시모현점,전북 익산시 고현로길
1051,전북전주시진북인후점,전북 전주시 덕진구 팔달로
1052,전북군산시나운1점,전북 군산시 신설길
1053,전남여수시엑스포점,전남 여수시 동문로
1054,전남영광군영광점,전남 영광군 영광읍 신남로
1055,광주광산구운남점,광주 광산구 월곡중앙로
1056,광주북구동림점,광주 북구 동림용산로
1057,전남목포시하당1점,전남 목포시 백년대로
1058,광주서구금호점,광주 서구 금화로
1059,전남목포시용해점,전남 목포시 용당로
1060,전남목포시연산점,전남 목포시 원산로
1061,전남보성군보성점,전남 보성군 보성읍 중앙로
1062,전남목포시하당2점,전남 목포시 삼향천로
1063,광주북구일곡점,광주 북구 송해로
1064,광주서구풍암점,광주 서구 풍암신암로
1065,전남화순군화순점,전남 화순군 화순읍 만연로
1066,광주광산구첨단1호점,광주 광산구 산월로
1067,광주북구용봉점,광주 북구 설죽로
1068,광주북구양산점,광주 북구 양산택지로
1069,광주남구진월점,광주 남구 서문대로
1070,광주광산구송정1점,광주 광산구 남동길
1071,광주서구화정1점,광주 서구 염화로
